mass_C
t	x	y
0.0	0.008855471130738708	0.30058860593004494
0.016666666666666514	0.009056038120927055	0.30082111339615547
0.033333333333333486	0.009294787617293167	0.3008415251366889
0.05	0.009816687954023927	0.3006415870701793
0.06666666666666651	0.009897887949095206	0.3003484891158822
0.08333333333333326	0.011325959261252579	0.30025134300698497
0.1	0.01306216163259944	0.3002189668010774
0.11666666666666674	0.014616497522323434	0.29782970693551053
0.13333333333333325	0.01705713527385471	0.2965542020529976
0.14999999999999977	0.019988558634255325	0.2962879371484045
0.16666666666666674	0.022725837754469853	0.29570161338969186
0.18333333333333326	0.026095227823622287	0.2953945659816925
0.2	0.02981339550427125	0.294635475116899
0.21666666666666673	0.033610589955363736	0.2935874996600086
0.23333333333333325	0.03768172584428419	0.2928815739426884
0.25	0.042184443144691254	0.29173442113230713
0.2666666666666665	0.04692277187179394	0.2909150475255689
0.2833333333333335	0.051760900742640094	0.28992349510765536
0.3	0.057074859094835124	0.2888881118359195
0.31666666666666654	0.06282576321255828	0.28771925546086013
0.3333333333333335	0.06883642770477474	0.2862919597765352
0.35	0.07532236231990347	0.28481763879094935
0.36666666666666675	0.08194303646770634	0.28363699468414166
0.38333333333333347	0.0890843318109808	0.2820557071174526
0.4	0.09652406566267432	0.2806345664835072
0.4166666666666665	0.10453471419727678	0.27879615816448167
0.43333333333333346	0.11322497015554128	0.27743537548861574
0.45	0.12231988313949219	0.2753049734944071
0.46666666666666695	0.13184903168209003	0.27321348482104696
0.4833333333333335	0.14183631543296646	0.2708945735232322
0.5	0.15239239150035908	0.2680853337048335
0.5166666666666665	0.1630402815105509	0.26537719718040936
0.533333333333333	0.17416168826046946	0.2624043203556621
0.55	0.18581125325535017	0.2588934799598973
0.566666666666667	0.19814978587706453	0.25580550263734114
0.5833333333333335	0.21076392686569287	0.25042878472626817
0.6	0.2235418495272599	0.24551465026258823
0.6166666666666665	0.23742012020301537	0.23970948170771722
0.6333333333333335	0.2513559076058598	0.23356456144990223
0.65	0.26623433344571	0.22661846630040616
0.6666666666666665	0.28170809425535603	0.21942944623586624
0.6833333333333335	0.29778169802625515	0.21188976146420213
0.7	0.3145321419974364	0.20412401133085512
0.716666666666667	0.33221022029529507	0.19625151964635812
0.7333333333333335	0.35089712495768705	0.18836650518784293
0.75	0.3702387781661149	0.18095201511368908
0.7666666666666665	0.3907017633561657	0.17565494473536047
0.783333333333333	0.41174745067457813	0.16845900085825116
0.8000000000000005	0.43354916038833136	0.16270670154337807
0.816666666666667	0.4559566824425162	0.15728726024762574
0.8333333333333335	0.47877383103057347	0.1529285935994612
0.85	0.5019055977998114	0.1498269847748025
0.8666666666666665	0.525699664414839	0.148094631416268
0.8833333333333335	0.5491335376370889	0.14803318774922436
0.9	0.5729326129222025	0.15130797765255755
0.9183333333333334	0.595681351059081	0.1526831155720254
0.935	0.6184174079623928	0.15595367708603947
0.9516666666666665	0.6407031370062048	0.15945000193341408
0.968333333333333	0.6628160081242513	0.16309137967697662
0.985	0.6842885767486538	0.1671337319557613
1.001666666666667	0.7054700589280667	0.17083831233299962
1.0183333333333335	0.7262339374879926	0.1745822730178327
1.035	0.7466222632073263	0.1784653509828057
1.0516666666666665	0.7670853477851867	0.18229684776788313
1.0683333333333336	0.7866563156215794	0.1857766429948815
1.085	0.8060346923183632	0.1890071295320377
1.1016666666666666	0.8253020382263868	0.19185638941625704
1.118333333333333	0.8445014477853723	0.1945537309187806
1.135	0.8634833737457571	0.19662802168561222
1.151666666666667	0.8821581669694507	0.1978322603709397
1.1683333333333334	0.9011604842716021	0.19875382552884502
1.185	0.9198717601738637	0.1987611491998439
1.2016666666666664	0.9387179832109389	0.1982248644720377
1.218333333333333	0.9577375951297418	0.19893861501305055
1.235	0.977170077872684	0.19416009886631436
1.251666666666667	0.9964284785801223	0.18994092334977364
1.2683333333333335	1.015601276197504	0.18465270144687496
1.285	1.0348542188208785	0.1783545637470011
1.3016666666666665	1.054471853171921	0.171321772063748
1.3183333333333336	1.0746538824622196	0.16421099492785662
1.335	1.095526640129434	0.1568029890650795
1.3516666666666666	1.1170334612351238	0.14968814769826777
1.3683333333333334	1.1392385468045019	0.14376979163889425
1.385	1.1635196010218636	0.14063960082371196
1.401666666666667	1.1863565043951947	0.1365846726383264
1.4183333333333334	1.2101637181758584	0.13573167947940346
1.435	1.2339425804243929	0.1364369748932368
1.4516666666666664	1.2576737526791186	0.13826591766236662
1.468333333333333	1.2809092943898812	0.14044971254938365
1.485	1.30420318319977	0.14306348283284143
1.501666666666667	1.3269417779925028	0.14580986727535827
1.5183333333333335	1.3499713824044803	0.14918469382343424
