mass_E
t	x	y
0.0	4.3181337645201157E-4	0.2929281227114367
0.016666666666666514	8.484155564313575E-4	0.29338956102853603
0.03333333333333326	0.0010782477363205922	0.2938836762732768
0.05	0.0016560175147617567	0.2941756485267741
0.06666666666666675	0.0023549959802035905	0.29426767108296964
0.08333333333333326	0.003408768904898586	0.29422046946957686
0.09999999999999977	0.004269357918433067	0.29367820165136005
0.11666666666666674	0.007678127091877783	0.29205006868367167
0.13333333333333325	0.012176918657881279	0.29108717827859265
0.15	0.015267007916437765	0.2903590720205533
0.16666666666666652	0.018870135292211564	0.2896200014193783
0.18333333333333326	0.02203105758919518	0.28764735851347584
0.2	0.025785334235733502	0.28656794158807053
0.2166666666666665	0.030010748705140693	0.2857507132739544
0.23333333333333348	0.03361726017765292	0.2853328163634801
0.25	0.0382622906645901	0.2841215722126714
0.2666666666666665	0.043789584802350685	0.2828499170020669
0.28333333333333327	0.049630061004014604	0.2814821431104291
0.3	0.054988822156419696	0.28043887405846196
0.31666666666666676	0.06109316202433549	0.2791272733348721
0.33333333333333326	0.06767757588041273	0.2776259416587994
0.34999999999999976	0.07456594518978776	0.2762104816334741
0.36666666666666675	0.08184061841890347	0.27485054637303136
0.38333333333333325	0.08960581723582836	0.27310528224136055
0.4	0.09787011518774588	0.27156052341019293
0.41666666666666674	0.1064246661654149	0.2700103675884098
0.43333333333333324	0.11537051644504781	0.2677322369965422
0.45	0.1248817407213863	0.26594252381210093
0.4666666666666665	0.13472581411917758	0.26389589395523
0.4833333333333335	0.1447401577114533	0.2611415402752649
0.5	0.15543030278567535	0.25849575970306554
0.5166666666666665	0.16619887278779952	0.25556796166099804
0.5333333333333334	0.17754981081414958	0.2523058992942976
0.55	0.18945193801022428	0.2488184908802732
0.5666666666666668	0.2017702717018034	0.2446904448893965
0.5833333333333335	0.21445337752303073	0.2390108560163926
0.6	0.22783814685458736	0.23422555634010378
0.6166666666666665	0.2418041595528086	0.22812857402317255
0.6333333333333335	0.2563706616436452	0.2216683521980075
0.65	0.2713125691992785	0.21424656408162046
0.666666666666667	0.28703696521389294	0.20717373625564617
0.6833333333333335	0.303239920781646	0.1996298723601142
0.7	0.3207942471809927	0.19179571396525874
0.7166666666666666	0.3390993167842767	0.18404088801821028
0.7333333333333331	0.3580902109415231	0.17667003013452887
0.75	0.37861977218173154	0.1695310850129249
0.7666666666666669	0.3995569356579172	0.16298219187527496
0.7833333333333334	0.4208413422123367	0.15740321362472176
0.8	0.442664070464564	0.15219078099597716
0.8166666666666665	0.4653914209229145	0.14735044579682532
0.8333333333333335	0.48821693703188396	0.14370537011121387
0.85	0.5117395637250816	0.14127435623104923
0.8666666666666665	0.5352077244490869	0.14054960740190736
0.8833333333333335	0.5588462615443054	0.1414577769429355
0.9	0.5823433540322992	0.14397862447207077
0.916666666666667	0.6047644889904026	0.14670532293923344
0.9333333333333335	0.6271411789481313	0.15016446450597398
0.95	0.6492414837297281	0.15370253513996657
0.9666666666666666	0.6708035052065239	0.15747775880390635
0.9833333333333331	0.6921799651545928	0.16125940569407904
1.0000000000000004	0.7131841492737253	0.16510849155097906
1.016666666666667	0.7337359582837573	0.16911745500047548
1.0333333333333334	0.7538720342258481	0.17420569610704995
1.05	0.7736263988839283	0.17666676353978106
1.0666666666666664	0.793379538931144	0.18050755068528612
1.0833333333333335	0.8126611910789762	0.18327707400837068
1.1	0.8320193078175775	0.1861209096027846
1.1183333333333334	0.850983817198596	0.1882167525674311
1.135	0.8698721150962235	0.1897761740423055
1.1516666666666666	0.8889879084266972	0.19075612560197852
1.168333333333333	0.9077186888820233	0.19128568632521104
1.185	0.9267401715419982	0.19060308729953723
1.2016666666666669	0.9455934492907075	0.19052326336095582
1.2183333333333335	0.9650070441671666	0.1870189364506173
1.235	0.9842220880743048	0.18276189942470888
1.2516666666666665	1.0033966176122884	0.17769299480414913
1.2683333333333335	1.0231673043463259	0.17154916083530325
1.285	1.0432743779247562	0.1644549386056069
1.3016666666666665	1.0637140910961354	0.15714615976446944
1.3183333333333331	1.0849028892967263	0.14941469674767038
1.335	1.1065261918101488	0.14221579374039472
1.351666666666667	1.1282748923748522	0.1360757421953247
1.3683333333333334	1.1521219755601897	0.13321145371151977
1.385	1.1753243965589477	0.1284409405157041
1.4016666666666666	1.1990703311912834	0.12749459745439484
1.418333333333333	1.2230760968417813	0.1278069790023807
1.435	1.2468089082433118	0.12939197602736963
1.4516666666666669	1.2703358091631327	0.13153887566702938
1.4683333333333335	1.2938652465304292	0.13432122878419994
1.485	1.3165808625372193	0.13704940609522998
1.5016666666666665	1.3401496972427485	0.1402635904263052
